session_id,user_id,start_time,energy_kWh,ip_address,geo_location,cpu_usage_percent,packets_per_sec,end_time,amount_INR,anomaly_type
17f82a89-c042-4f23-b036-36ad6e9cdaac,1005,2025-04-05 20:30:17,25.08,114.57.189.1,"81.6870535,16.065710",39.22,189,2025-04-05 21:07:54.200,463.98,none
948bb36c-7a73-462e-901f-2c700dc6d70d,1016,2025-03-08 19:17:07,48.63,157.200.176.133,"59.2924555,13.773677",27.53,167,2025-03-08 20:30:03.700,899.66,none
fe5be1b4-07e4-4e24-b2f4-4e8f78dbc59c,1035,2024-10-23 21:58:45,13.55,136.243.44.0,"59.3348295,134.108647",28.45,86,2024-10-23 22:19:04.500,0.0,payment_fraud
6c01a73f-4ef9-41a2-baa5-fe23c92dd88f,1024,2025-03-12 20:57:41,66.28,67.174.90.225,"59.860493,-21.107368",39.35,91,2025-03-12 22:37:06.200,1226.18,none
0fbe26fa-f073-48fa-a0e6-9920f3e75591,1015,2025-05-06 23:45:51,73.67,188.77.52.204,"13.322397,-137.792396",30.62,100,2025-05-07 01:36:21.300,1362.9,none
5a4142ae-8276-48d5-87b3-9788e23d497b,1013,2025-05-23 11:27:35,27.62,219.217.188.98,"-67.2460615,120.075816",31.03,179,2025-05-23 12:09:00.800,510.97,none
2cd82052-0ec9-4a61-b8d5-eb2c8d40ec15,1038,2025-05-27 19:32:34,19.84,16.51.110.77,"-37.859276,46.956476",24.06,133,2025-05-27 20:02:19.600,367.04,none
db1bd6d4-fe41-4232-8a61-a41e554c9547,1004,2025-03-06 10:41:52,31.78,155.230.126.177,"7.547559,20.035329",16.23,155,2025-03-06 11:29:32.200,587.93,none
8386dad3-3a9b-4ff0-9e7f-18c710e97f80,1006,2025-04-02 22:23:09,11.32,130.202.245.35,"38.7806695,26.070630",38.42,151,2025-04-02 22:40:07.800,209.42,none
95a6c3d3-1393-491f-a12a-b3417341432b,1043,2025-03-02 03:00:35,39.91,102.216.230.139,"-88.9922645,171.295992",10.93,96,2025-03-02 04:00:26.900,738.33,none
31f1e3db-1daa-40c9-9f92-468cf51670b9,1032,2025-06-18 22:11:16,17.16,169.12.234.165,"-15.934118,74.218290",35.16,79,2025-06-18 22:37:00.400,317.46,none
205acf38-1a71-4032-a959-2c650fde69d0,1038,2025-03-21 15:35:35,55.43,143.174.102.98,"-71.5985185,-145.781263",10.8,115,2025-03-21 16:58:43.700,1025.46,none
73b8b988-2a3a-4b05-9cdf-19082e6b17e2,1020,2025-10-07 20:44:59,47.3,190.33.122.174,"-52.388205,152.294121",38.1,107,2025-10-07 21:55:56.000,875.05,none
b7e568b3-0017-468c-9f5e-e6f81fb7a49b,1002,2025-07-25 07:53:49,33.56,181.40.208.144,"52.1724445,94.553648",31.07,173,2025-07-25 08:44:09.400,620.86,none
8bd331d5-879b-419d-8a66-ac1d6bf6e06d,1050,2025-09-07 09:27:05,25.25,207.109.108.198,"-63.922811,116.416334",27.81,185,2025-09-07 10:04:57.500,467.12,none
799fbc82-7e66-410d-ad94-f05c6c1c27c4,1021,2025-06-13 09:00:29,67.04,89.81.44.104,"-47.813419,-30.399952",34.73,179,2025-06-13 10:41:02.600,1240.24,none
d9bfe9c1-7d8b-47d0-8978-b2d8962345f3,1007,2025-10-06 12:45:02,60.01,210.241.129.44,"54.754915,-136.028307",28.76,158,2025-03-18 15:50:47.900,1110.18,multi_user_conflict
ee7a2b98-db4b-43fe-9139-629d0fbf4287,1020,2025-07-07 12:25:41,61.67,53.42.6.228,"69.651392,-110.033865",33.95,112,2025-07-07 13:58:11.300,1140.9,none
8a0d19c5-324d-4296-97e9-ce37af86f621,1031,2025-04-17 02:43:53,51.47,154.249.204.70,"72.628144,107.289548",29.4,177,2025-04-17 04:01:05.300,952.2,none
95244b9d-1ac0-4c8d-aa55-aa8b4a21c529,1011,2024-11-15 14:46:21,25.86,24.249.29.255,"-62.858499,-72.556815",15.59,78,2024-11-15 15:25:08.400,478.41,none
e20e1b68-b713-44f1-956f-3ac17af7f023,1000,2024-10-25 05:48:11,74.85,124.83.87.246,"14.672004,-75.222272",10.1,68,2024-10-25 07:40:27.500,0.0,payment_fraud
307aa11f-2f23-4ef3-bee4-03e1aaa418f3,1027,2024-11-07 18:26:05,60.13,165.173.14.110,"-39.224785,-37.561541",29.63,101,2024-11-07 19:56:16.700,1112.4,none
97f045ae-4cca-46ea-8493-6e156bbfcb9b,1048,2025-06-09 06:21:43,6.25,69.211.92.52,"-35.573483,-97.438712",21.05,71,2025-06-09 06:31:05.500,115.62,none
9aea8a76-9892-47ff-902a-d3c5451db82b,1048,2025-06-03 12:17:26,5.51,200.97.110.12,"-31.025477,-174.097965",39.18,64,2025-06-03 12:25:41.900,101.94,none
c3aa95b3-83b1-415e-a3b1-97aee5f311ae,1040,2025-05-08 22:19:07,32.86,70.105.249.145,"-44.769850,33.659906",24.87,105,2025-05-08 23:08:24.400,607.91,multi_user_conflict
d584c05b-54c0-445e-bf61-ff8129adc829,1023,2025-06-02 01:28:31,19.27,133.98.233.220,"36.293644,-110.457765",32.86,165,2025-06-02 01:57:25.300,356.5,none
06e889ca-5f9a-4f9c-af45-a9b830dc73fb,1010,2025-07-23 20:01:01,29.53,213.14.90.246,"46.525175,-48.936689",11.0,132,2025-07-23 20:45:18.700,546.31,none
3e22d39d-499f-436d-a86f-0ac70c101976,1039,2025-01-18 16:48:59,70.13,119.186.166.18,"53.007227,-108.595268",24.45,183,2025-01-18 18:34:10.700,1297.4,none
b78a11d8-6e71-4bed-a7d5-f95b5e07a394,1041,2025-03-22 05:51:27,37.77,96.191.201.126,"-67.861674,174.173119",33.64,116,2025-03-22 06:48:06.300,698.74,none
3234172c-d47b-48ed-ac0e-4c8397f47346,1026,2025-03-09 11:53:53,15.82,110.82.63.161,"-44.194497,63.802844",23.98,62,2025-03-09 12:17:36.800,292.67,none
7e42fb85-799a-4b84-ba0b-0cc48bf8635e,1029,2025-08-01 17:37:17,73.87,148.132.165.139,"40.301594,-112.211677",29.42,66,2025-08-01 19:28:05.300,1366.6,none
c96c8656-c11b-4d4e-af54-a52f43b1dcfe,1038,2024-12-26 07:01:25,55.14,171.84.47.37,"-73.157943,-64.549379",15.42,110,2024-12-26 08:24:07.600,1020.09,none
ddbd0507-7697-4b94-8f33-21943c82a9d5,1005,2025-09-28 16:07:19,13.73,166.124.179.196,"31.982209,-134.628567",32.2,130,2025-09-28 16:27:54.700,254.0,none
e3992256-9ef8-4a8d-b248-55dcf4e329da,1049,2025-06-05 04:07:11,59.84,1.219.66.213,"87.8935145,117.863302",36.59,160,2025-06-05 05:36:56.600,0.0,payment_fraud
dbd7679d-db85-44cb-ae1e-197620120d95,1025,2024-12-08 09:35:50,72.13,21.101.195.50,"-68.6334075,122.602418",20.29,192,2024-12-08 11:24:01.700,1334.4,none
a8545583-5b8d-46c2-9f17-0182b3730858,1041,2025-08-02 06:41:26,62.24,88.143.200.28,"-78.681234,-90.030250",33.75,185,2025-08-02 08:14:47.600,1151.44,none
ad43e167-a4da-4317-b7c5-cf3ff8b9101e,1011,2025-03-28 22:55:53,34.95,117.112.232.120,"-78.0806695,-161.929909",13.83,128,2025-03-28 23:48:18.500,646.58,none
0f47a037-a932-490c-82be-a529704aa8c8,1002,2025-02-21 21:20:01,7.02,12.101.61.173,"71.633678,-85.226364",15.38,62,2025-02-21 21:30:32.800,129.87,none
ace464e1-113d-4bff-8a52-5e9890b84460,1036,2024-10-24 18:29:08,36.71,59.173.129.70,"-8.774746,-17.063175",39.4,65,2025-04-08 20:29:03.900,679.14,multi_user_conflict
83ef02ef-894c-474a-99f5-e46b513e17e2,1026,2024-10-26 06:50:43,56.89,68.205.27.135,"-64.449269,141.485774",18.33,96,2024-10-26 08:16:03.100,1052.46,none
183eeb82-fab2-49b9-9216-f9296e6f2e87,1039,2025-07-30 13:55:27,39.58,160.82.29.237,"-72.102873,36.875294",29.45,81,2025-07-30 14:54:49.200,732.23,none
3cc2e0dd-4977-4c14-9ce5-d3e6623983ac,1043,2025-08-25 17:15:11,35.6,218.18.7.184,"-18.8337215,-147.447574",19.61,154,2025-08-25 18:08:35.000,658.6,none
88988bcd-27de-482a-9c1d-51099d285cd2,1000,2025-01-18 16:15:08,18.16,12.120.77.174,"-28.4899525,-58.999778",33.46,191,2025-01-18 16:42:22.400,335.96,none
fb41d314-bd5c-4bd4-8892-14d8cb8234b9,1002,2025-08-21 06:53:26,57.97,180.80.101.4,"78.8319925,-41.033254",23.47,73,2025-08-21 08:20:23.300,1072.44,none
3595f2c6-5d52-43fd-8ce6-78de4375b168,1007,2025-06-21 21:09:52,38.62,176.96.17.223,"33.7842435,81.298465",18.25,184,2025-06-21 22:07:47.800,714.47,none
488d48ec-efde-48f0-9f61-10302996495b,1048,2025-06-22 19:58:58,24.65,150.172.248.138,"84.723141,9.153595",29.49,106,2025-06-22 20:35:56.500,456.02,none
c2b242d6-2ffa-4976-b628-5fbd707a3c52,1019,2025-08-09 17:51:50,58.96,141.173.242.222,"-72.089004,116.714227",37.18,174,2025-08-09 19:20:16.400,1090.76,none
2d3e0fa1-6145-434b-a1fc-2aaa8516a7b8,1027,2025-09-21 08:48:30,6.59,192.184.166.45,"21.198961,-85.635251",10.54,122,2025-09-21 08:58:23.100,121.92,none
ae470b21-9a18-47db-b6e1-0e1e05fa6543,1046,2025-08-05 10:51:14,40.3,86.89.107.117,"60.580076,71.700910",14.63,50,2025-08-05 11:51:41.000,745.55,none
2b4e34fc-77db-4c60-9dd8-d521823ea71e,1021,2025-04-04 14:10:03,54.8,170.106.91.82,"-71.767145,138.779887",33.5,51,2025-04-04 15:32:15.000,1013.8,none
bc19ff94-3620-44b4-ba7d-41a87117db81,1017,2025-02-10 00:05:19,37.9,118.97.10.8,"41.104414,-33.118940",22.02,187,2025-02-10 01:02:10.000,701.15,none
15e81d2d-f111-48a6-a977-29882090639d,1011,2024-10-23 16:16:49,16.27,177.48.205.68,"-84.390048,64.860437",15.6,95,2024-10-23 16:41:13.300,301.0,none
a58080bf-a22a-4da7-9256-d8b66dc4b3af,1038,2025-10-06 16:45:33,5.56,212.137.237.43,"-82.7939945,-53.414315",17.62,111,2025-10-06 16:53:53.400,102.86,none
5da76a6f-5bd9-4bed-bb7a-e9454325eb7f,1015,2025-07-11 15:12:54,40.05,203.207.181.185,"-4.778952,-116.896209",20.29,167,2025-07-11 16:12:58.500,740.92,none
668b8ecc-e9f7-41dc-8fd6-31142f69ca55,1045,2024-10-29 13:42:17,31.35,168.203.221.48,"49.596788,142.785031",92.33697893688114,2667,2024-10-29 14:29:18.500,579.98,dos_attack
c992cdc0-0db8-4c1b-a879-58b613bef23b,1009,2025-03-14 14:20:17,33.17,211.24.21.64,"42.428562,84.665619",28.28,165,2025-03-14 15:10:02.300,613.64,none
ebce04ca-2de7-4b95-867d-d5e310673145,1015,2025-07-26 07:49:03,15.24,78.82.119.158,"-53.438217,166.355230",38.57,75,2025-05-17 21:42:48.600,281.94,multi_user_conflict
0e912d25-2654-4627-a61f-6e2ed1212dda,1023,2024-12-13 12:39:16,35.95,122.19.108.12,"-14.8717085,-101.844534",35.36,97,2024-12-13 13:33:11.500,665.08,none
8cf6d122-e840-4a0d-b4a1-d22a3bc5f6a4,1036,2025-03-22 09:07:21,55.49,86.143.152.68,"-87.980660,83.222843",25.34,82,2025-03-22 10:30:35.100,1026.56,none
fee3f45e-0d97-412f-86c3-370b4cb19dc3,1039,2024-12-14 21:04:25,30.92,144.158.215.81,"-62.1338155,-35.930701",92.43203460528491,4529,2024-12-14 21:50:47.800,572.02,dos_attack
f4889b4b-96d4-4843-a431-2dcc74503f46,1033,2025-03-26 08:28:39,65.48,175.67.51.243,"78.231401,-177.228557",38.69,89,2025-03-26 10:06:52.200,1211.38,none
e0cca700-5cf8-4681-b988-1ae110c6b032,1004,2025-09-01 06:08:32,49.23,17.82.191.14,"-10.176987,-48.008084",17.33,114,2025-09-01 07:22:22.700,910.76,none
bb0a7891-cdaa-4b31-8d02-1dc138ff784d,1036,2025-02-13 09:36:50,51.28,143.189.202.244,"33.9529735,-8.120105",34.63,66,2025-02-13 10:53:45.200,948.68,none
3b90f67a-1f0f-4a43-bdf8-2df50399937e,1010,2025-01-25 14:32:48,54.09,147.160.161.58,"31.626974,165.331929",38.83,125,2025-01-25 15:53:56.100,1000.67,none
a1e00742-6770-480a-a818-9b26217c2705,1007,2025-01-31 17:47:36,8.73,212.110.45.37,"-42.6608555,71.619016",10.03,99,2025-01-31 18:00:41.700,161.5,none
abba4808-6b5d-4bbc-b45a-c1daeeeb22e0,1016,2024-12-07 14:51:49,69.05,14.135.205.249,"4.9589145,29.344714",37.57,153,2024-12-07 16:35:23.500,1277.42,none
67c2a53f-5a6e-4c1a-9224-e6332445c303,1038,2025-02-07 02:56:34,41.59,52.71.42.171,"62.412934,65.118760",26.36,181,2025-10-13 10:12:56.100,769.42,multi_user_conflict
c6609e15-2a5a-4c04-88ff-82957a8c4437,1048,2024-11-04 19:15:17,52.95,14.174.41.44,"-42.8160035,-137.485853",37.71,199,2024-11-04 20:34:42.500,979.58,none
7338a045-fb8c-4d80-af9d-5260a606d915,1046,2025-08-28 23:33:34,35.44,202.210.246.67,"55.647455,35.281823",31.74,197,2025-08-29 00:26:43.600,655.64,none
e230a9c6-7c3d-4526-a57c-102ee63b2af5,1042,2025-03-09 10:46:46,54.3,43.99.1.198,"-60.107119,105.847303",19.86,128,2025-03-09 12:08:13.000,1004.55,none
5456cd19-4871-4c6e-8b7d-55bd1c87ae43,1021,2025-01-16 16:32:37,31.05,106.36.111.232,"-9.747405,129.765764",38.44,104,2025-01-16 17:19:11.500,574.43,none
dc0f1793-9725-46ee-98ec-448618055f92,1047,2025-06-12 00:47:32,67.81,76.163.161.161,"-34.668106,68.174011",26.36,179,2025-06-12 02:29:14.900,1254.49,none
5f241e3e-22b0-40df-93cd-f4f679f30440,1014,2025-02-11 04:06:25,28.44,43.200.184.33,"-45.251764,125.997121",38.34,80,2025-02-11 04:49:04.600,526.14,none
ef7ec851-fdb1-42a3-a25d-d774416cbd86,1005,2025-07-06 18:59:26,11.75,45.65.2.92,"-10.966523,-152.970032",12.37,125,2025-07-06 19:17:03.500,217.38,none
8965a725-1b7e-4d16-a4a5-e9cc504e8bd9,1030,2025-04-23 11:27:12,62.62,206.42.109.136,"-71.5127185,130.271899",23.62,94,2025-04-23 13:01:07.800,1158.47,none
29a45a42-f0f9-4ab5-96dc-8f6ad83e1e9b,1043,2024-12-14 04:35:39,51.49,44.83.213.8,"-71.444187,-131.809678",39.45,157,2025-07-25 03:02:38.100,952.56,multi_user_conflict
91c69033-f197-4e81-8343-24d7da62aab8,1016,2025-10-13 20:22:51,65.93,14.126.99.82,"-18.1508735,-170.138637",12.23,185,2025-10-13 22:01:44.700,1219.71,none
5019a35f-8922-4101-8c09-3f47e8e365fd,1023,2024-12-10 11:59:08,73.0,22.177.94.223,"31.646111,-69.732550",38.4,97,2024-12-10 13:48:38.000,1350.5,none
1576812f-59e7-4c16-9fef-b4f41c3f3dac,1033,2025-02-04 01:20:48,17.24,95.129.158.50,"-0.9579415,-85.800838",32.38,112,2025-02-04 01:46:39.600,318.94,none
e3535e52-6cb6-402d-ad30-65e9855858dc,1040,2024-12-27 03:03:31,6.4,204.221.227.197,"-48.396803,100.222950",24.87,114,2024-12-27 03:13:07.000,118.4,none
e92aa6a4-fbbe-4c83-93db-346cb6b2845c,1025,2025-03-09 11:50:34,70.11,203.48.29.136,"70.5375625,146.419684",33.49,61,2025-03-09 13:35:43.900,1297.04,none
19ffa936-e031-41b4-b8e2-076eb1631b6d,1032,2024-11-24 18:56:51,36.34,50.35.161.30,"80.777662,-85.547634",35.4,87,2024-11-24 19:51:21.600,672.29,none
01a55185-07db-449c-8bad-e94c38b48eac,1039,2025-08-05 11:56:03,47.07,52.60.56.43,"-14.6921605,-8.535274",20.94,179,2025-08-05 13:06:39.300,870.8,none
ce5d3074-e8b6-42e6-89df-118da8d5cfc7,1021,2025-05-24 03:02:59,23.93,78.235.31.193,"65.415674,54.213427",14.63,170,2025-05-24 03:38:52.700,442.7,none
9b891bea-43ed-4606-8da6-6a3a0e0fc3f9,1047,2025-04-27 20:36:42,6.51,99.178.142.123,"-63.758300,120.903128",12.65,186,2025-04-27 20:46:27.900,120.44,none
5e0660e7-ea5a-42b0-99f9-f7ed95c259d2,1022,2025-06-04 07:58:02,59.34,78.87.232.124,"34.921238,-146.052545",33.97,162,2025-06-04 09:27:02.600,1097.79,none
e0be166d-7cde-4b4c-9a05-24b89f46c653,1033,2025-05-24 19:31:11,53.36,209.86.155.60,"71.620622,71.677754",31.66,175,2025-05-24 20:51:13.400,987.16,none
0a89a42e-7d78-40a4-a27d-31c1569dc01b,1003,2025-02-16 21:02:14,57.23,117.48.41.105,"-7.2846685,62.697815",20.91,188,2025-02-16 22:28:04.700,1058.75,none
cbb74d16-27ff-4e51-8c62-6d2cd2691a94,1015,2025-04-19 04:13:09,52.74,111.222.176.29,"-14.467368,-152.274057",38.73,163,2025-04-19 05:32:15.600,975.69,none
3b03dea7-d9d2-4717-9002-5bc792568704,1005,2025-09-03 09:29:46,66.08,124.43.79.74,"33.4639215,-85.737889",11.08,55,2025-09-03 11:08:53.200,1222.48,none
b880327c-f532-4d6b-bf91-f295ca08724d,1044,2025-04-26 04:03:44,18.04,83.5.96.112,"81.4319705,137.623583",16.57,118,2025-04-26 04:30:47.600,333.74,none
52174a5e-7e29-41c5-b236-b6f602c3360b,1041,2025-09-07 00:34:31,51.02,61.247.16.108,"68.1137505,155.001266",35.81,163,2025-09-07 01:51:02.800,943.87,none
74dd17fc-10dc-471f-9c87-1f2d336a5ba1,1027,2025-06-06 12:03:42,19.58,11.227.235.164,"-28.091608,75.165892",39.21,176,2025-06-06 12:33:04.200,362.23,none
5e10f5f8-5b2b-4eb8-94cf-649706e5c426,1041,2025-06-25 01:08:16,53.36,29.121.224.158,"53.838197,169.500638",94.177958213597,1720,2025-06-25 02:28:18.400,987.16,dos_attack
2b25d3f0-b7ae-4f38-8755-00dda912e349,1021,2024-12-29 09:56:02,56.28,223.1.105.133,"67.029091,49.066537",38.46,198,2024-12-29 11:20:27.200,1041.18,none
e26be1a5-09c4-4b1f-b2f9-376f0a718891,1039,2025-01-06 10:31:26,67.03,207.78.78.148,"-76.6534115,120.077270",23.32,96,2025-01-06 12:11:58.700,1240.06,multi_user_conflict
07790fe0-4142-4d85-8fb6-a44ddaa0f17c,1012,2025-02-24 07:10:42,5.21,16.157.148.246,"37.157067,-161.897479",16.16,99,2025-02-24 07:18:30.900,96.38,none
ab0d6310-4ad5-4a6f-8890-73605685ebc8,1048,2024-11-08 15:09:11,39.83,113.82.93.212,"-5.367366,-23.170635",22.36,94,2024-11-08 16:08:55.700,736.86,none
3d906b12-4f90-450b-bf12-aed00bae3538,1028,2025-05-02 12:30:36,20.42,124.109.84.70,"86.6554895,-47.541969",12.9,68,2025-05-02 13:01:13.800,377.77,none
9b591b24-671b-41e9-b35e-c395f58577f4,1046,2025-07-16 06:23:05,47.45,221.25.255.156,"-16.459383,67.716624",39.72,58,2025-07-16 07:34:15.500,877.82,none
d632eefd-2cb2-4f37-aa22-5a07a54aef09,1001,2025-03-14 09:24:20,7.19,36.166.241.103,"-12.1883385,102.080290",32.05,170,2025-03-14 09:35:07.100,133.02,none
78aacec8-c834-4317-99d7-7e4bdb62f368,1022,2025-06-15 18:18:22,24.32,102.109.179.29,"42.0223085,-161.503695",10.02,51,2025-06-15 18:54:50.800,449.92,none
e678ddcd-c567-4d8d-9e24-e29705742583,1022,2024-12-29 05:54:24,21.95,102.130.235.227,"-15.3421995,59.150640",34.16,104,2024-12-29 06:27:19.500,406.08,none
cbb76586-2c37-4cd9-aed1-8e04a53a5c28,1013,2025-01-15 12:52:23,53.56,48.14.39.219,"6.3920535,-22.845698",13.05,60,2025-01-15 14:12:43.400,990.86,none
30c5e4d6-2b5f-4420-b169-26cb15d8bd1c,1004,2025-04-13 23:31:28,17.3,16.224.6.144,"17.828652,-154.493840",39.28,152,2025-04-13 23:57:25.000,320.05,none
92bb853c-bfbd-49fe-aa93-128bd1847ad4,1040,2025-01-18 09:37:02,43.76,113.124.238.71,"69.3992745,-8.745857",17.08,57,2025-01-18 10:42:40.400,809.56,none
1ff96b8d-982e-4be5-9f54-cfe4f5c464c2,1047,2025-07-21 20:59:58,25.08,30.26.231.122,"-46.141295,119.414330",10.46,194,2025-07-21 21:37:35.200,463.98,none
12a05d21-741b-41ed-bd16-3f61d172c478,1014,2025-06-20 11:57:04,32.99,79.161.225.164,"-33.994023,-15.191382",23.81,84,2025-06-20 12:46:33.100,610.32,none
e9317b22-686d-4376-bd47-7b7e77e5be2f,1002,2025-02-10 04:29:58,47.78,62.37.241.210,"-81.822326,63.418061",10.28,123,2025-02-10 05:41:38.200,883.93,none
456cac3a-eedc-4d7f-a8f7-7263980ae659,1035,2025-08-09 12:08:14,71.51,175.62.119.181,"8.203119,43.287184",29.57,94,2025-08-09 13:55:29.900,1322.94,none
d7a01b57-a69e-44be-8ab7-b41e17d3c1a8,1010,2025-08-05 19:37:23,65.5,38.54.140.162,"25.993097,-109.783281",35.34,78,2025-08-05 21:15:38.000,1211.75,none
e756d96a-4d56-4088-96a0-bb52e76d366d,1000,2025-08-06 07:41:23,27.6,43.150.30.77,"-74.5127655,-132.615006",15.28,179,2025-08-06 08:22:47.000,510.6,none
4b056b8e-f054-4997-844b-0bf3360feb64,1025,2025-04-19 10:29:43,15.38,78.142.103.178,"70.224874,127.397915",15.56,199,2025-04-19 10:52:47.200,284.53,none
6701c1fd-e0a0-4f25-88bd-def6af29efd0,1035,2025-10-12 11:15:13,49.21,72.251.35.31,"-15.4958045,154.607861",19.02,191,2025-10-12 12:29:01.900,910.38,none
c1475982-c088-48e0-a890-5c5f931ad4e1,1032,2024-11-30 10:16:49,48.88,124.32.44.191,"8.326637,-16.604179",33.05,131,2024-11-30 11:30:08.200,904.28,multi_user_conflict
e3ef5dd9-1280-4985-bc07-eea390c06e33,1041,2025-04-13 05:23:10,8.33,25.13.33.250,"-22.2472485,-117.317980",10.6,124,2025-09-14 02:02:53.700,154.1,multi_user_conflict
64586f3e-54e0-473f-854b-1c7444c24250,1002,2024-11-02 06:39:45,69.04,97.136.115.249,"-83.6142845,31.154873",32.96,171,2024-11-02 08:23:18.600,1277.24,none
94d8ffe6-3175-4597-a12f-91221394a6e2,1043,2025-05-30 06:01:03,52.92,126.171.226.64,"19.5806735,-132.317170",28.18,64,2025-05-30 07:20:25.800,979.02,multi_user_conflict
0d50af3e-64ae-42c0-b999-3eba621b8cf8,1025,2025-06-07 17:18:31,30.91,9.53.35.111,"71.6060775,91.398273",37.61,75,2025-06-07 18:04:52.900,571.84,none
8f795d0e-cb2a-401c-92ed-123e71c9f31e,1014,2025-05-10 06:50:57,24.67,95.236.86.99,"-76.2895625,103.870685",33.87,177,2025-05-10 07:27:57.300,456.4,none
862f070f-dbc0-436e-a7dd-9a709418be5c,1041,2025-07-06 00:30:39,38.55,81.237.2.103,"-44.6254765,38.471496",21.32,148,2025-07-06 01:28:28.500,713.18,none
0ddedf21-5ebf-4590-8d20-67be7b53e179,1007,2024-11-29 20:55:22,42.96,153.59.167.84,"81.343973,85.623047",98.60362358850385,2920,2024-11-29 21:59:48.400,794.76,dos_attack
9fe37425-96fa-4a44-91ff-5792af30486e,1014,2024-11-29 21:31:19,14.18,176.22.232.28,"-88.141576,11.990504",33.11,178,2025-03-03 20:58:03.200,262.33,multi_user_conflict
133a1ac1-3b67-4a35-b4dd-bb15ca9ef476,1048,2024-11-17 07:16:28,14.1,24.58.42.9,"71.210939,101.765747",31.42,199,2024-11-17 07:37:37.000,260.85,none
